split,row_id,label,target_binary,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
train,cicids1771::0472,Web Attack - XSS,1,5598498,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.714477347,1866166.0,3231531.373,5597617,138,5598498,2799249.0,3957489.978,5597617,881,0,0.0,0.0,0,0,0,0,0,0,104,40,0.53585801,0.178619337,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::0699,Web Attack - Brute Force,1,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1138,BENIGN,0,2641330,2,2,87,236,45,42,43.5,2.121320344,130,106,118.0,16.97056275,122.2868782,1.514388585,880443.3333,1419685.707,2519688,47968,2567656,2567656.0,0.0,2567656,2567656,2593362,2593362.0,0.0,2593362,2593362,0,0,0,0,52,72,0.757194292,0.757194292,42,130,73.0,41.96427052,1761.0,0,0,0,0,0,0,0,0,1,91.25,43.5,118.0,52,0,0,0,0,0,0,2,87,2,236,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0371,BENIGN,0,46414565,8,8,346,1433,310,0,43.25,107.8037238,1397,0,179.125,492.100291,38.3284859,0.344719378,3094304.333,4566107.951,10000000,49,40500000,5781682.429,5280170.971,10000000,15065,46400000,6628509.143,4639813.441,10000000,6536,0,0,0,0,180,172,0.172359689,0.172359689,0,1397,104.6470588,341.1354095,116373.3676,0,0,0,1,0,0,0,0,1,111.1875,43.25,179.125,180,0,0,0,0,0,0,8,346,8,1433,29200,30,7,20,115096.0,200073.3528,415206,14991,10000000.0,3812.635342,10000000,10000000
train,cicids1771::0256,Web Attack - Brute Force,1,5190416,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.770651139,1730138.667,2995908.668,5189516,138,5190416,2595208.0,3668905.559,5189516,900,0,0.0,0.0,0,0,0,0,0,0,104,40,0.577988354,0.192662785,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::1425,BENIGN,0,24376,2,2,70,232,35,35,35.0,0.0,116,116,116.0,0.0,12389.23531,164.095832,8125.333333,14070.0261,24372,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,82.04791598,82.04791598,35,116,67.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,84.25,35.0,116.0,40,0,0,0,0,0,0,2,70,2,232,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0338,DDoS,1,97910418,8,4,56,11601,20,0,7.0,5.656854249,8675,0,2900.25,4088.041942,119.0578106,0.122561013,8900947.091,28500000.0,95000000,0,97200000,13900000.0,35800000.0,95000000,0,763059,254353.0,433275.8155,754636,259,0,0,0,0,172,92,0.081707342,0.040853671,0,8675,897.1538462,2471.828063,6109933.974,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,2192964.0,0.0,2192964,2192964,95000000.0,0.0,95000000,95000000
train,cicids1771::1149,BENIGN,0,32,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,375000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31250.0,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16384,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1561,BENIGN,0,4738772,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,38.1955494,1.266150809,947754.4,2064797.762,4641147,3,4738772,1184693.0,2304707.042,4641147,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.055125674,0.211025135,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,253,377,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0433,DDoS,1,5971492,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.019096065,0.669849344,1990497.333,3446997.325,5970747,321,5971492,1990497.333,3446997.325,5970747,321,0,0.0,0.0,0,0,0,0,0,0,80,0,0.669849344,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,745.0,0.0,745,745,5970747.0,0.0,5970747,5970747
train,cicids1771::0452,DDoS,1,101000214,8,5,56,11607,20,0,7.0,5.656854249,10135,0,2321.4,4413.201989,115.4750029,0.128712599,8416684.5,27200000.0,94700000,1,101000000,14400000.0,35500000.0,94700000,1,252733,63183.25,125659.7527,251672,4,0,0,0,0,172,112,0.079207753,0.049504846,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1010.0,0.0,1010,1010,50400000.0,62700000.0,94700000,6029003
train,cicids1771::1571,Web Attack - Sql Injection,1,5006127,4,4,447,530,447,0,111.75,223.5,530,0,132.5,265.0,195.1608499,1.59804176,715161.0,1889619.815,5000415,4,5712,1904.0,2168.235227,4266,4,5005996,1668665.333,2885896.206,5001011,1407,0,0,0,0,136,136,0.79902088,0.79902088,0,530,108.5555556,216.4053552,46831.27778,0,0,0,1,0,0,0,0,1,122.125,111.75,132.5,136,0,0,0,0,0,0,4,447,4,530,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1223,BENIGN,0,309118,5,6,1227,1273,629,0,245.4,303.1027878,1045,2,212.1666667,412.4906868,8087.526446,35.58511636,30911.8,49466.71993,102693,3,205938,51484.5,59241.55259,102981,135,206548,41309.6,56264.87969,102945,3,0,0,0,0,112,124,16.17505289,19.41006347,0,1045,208.3333333,339.5971767,115326.2424,0,0,0,1,0,0,0,0,1,227.2727273,245.4,212.1666667,112,0,0,0,0,0,0,5,1227,6,1273,8192,31450,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0810,BENIGN,0,95115,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31.54076644,47557.5,67198.47874,95074,41,95115,95115.0,0.0,95115,95115,0,0.0,0.0,0,0,0,0,0,0,64,32,21.02717763,10.51358881,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,252,304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::0969,BENIGN,0,82070072,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,142.2564854,0.194955355,5471338.133,20600000.0,79900000,0,82100000,13700000.0,33200000.0,81400000,3,81400000,10200000.0,28200000.0,79900000,0,0,0,0,0,152,192,0.085292968,0.109662387,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,1513965.0,0.0,1513965,1513965,79900000.0,0.0,79900000,79900000
validation,cicids1771::0124,Web Attack - Brute Force,1,5489422,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.728674166,1829807.333,3168570.176,5488557,86,5489422,2744711.0,3880384.226,5488557,865,0,0.0,0.0,0,0,0,0,0,0,104,40,0.546505625,0.182168542,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0345,PortScan,1,50,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,160000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20000.0,20000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1127,BENIGN,0,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,307,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1619,DDoS,1,1198043,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,25.04083743,4.173472905,299510.75,597687.0191,1196041,1,1198043,299510.75,597687.0191,1196041,1,0,0.0,0.0,0,0,0,0,0,0,100,0,4.173472905,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0567,PortScan,1,99,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,80808.08081,20202.0202,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10101.0101,10101.0101,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1346,PortScan,1,71,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::1671,Web Attack - Sql Injection,1,5086516,5,4,600,4149,600,0,120.0,268.3281573,4149,0,1037.25,2074.5,933.6449546,1.769383995,635814.5,1765197.44,5003905,4,82611,20652.75,40435.10527,81303,4,5086374,1695458.0,2866512.802,5005103,847,0,0,0,0,168,136,0.982991108,0.786392887,0,4149,474.9,1304.645584,1702100.1,0,0,0,1,0,0,0,0,0,527.6666667,120.0,1037.25,168,0,0,0,0,0,0,5,600,4,4149,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0471,BENIGN,0,30853,1,1,48,188,48,48,48.0,0.0,188,188,188.0,0.0,7649.175121,64.82351797,30853.0,0.0,30853,30853,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.41175899,32.41175899,48,188,94.66666667,80.82903769,6533.333333,0,0,0,0,0,0,0,0,1,142.0,48.0,188.0,20,0,0,0,0,0,0,1,48,1,188,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1679,BENIGN,0,223,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,1686098.655,17937.21973,74.33333333,122.6879511,216,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,8968.609865,8968.609865,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,40,0,0,0,0,0,0,2,76,2,300,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0844,BENIGN,0,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43478.26087,43478.26087,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1944,246,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1214,DDoS,1,98063550,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2375.523332,118.9942644,0.152962033,7004539.286,25500000.0,95700000,1,97800000,12200000.0,33700000.0,95700000,1,263184,52636.8,116180.8563,260459,2,0,0,0,0,192,132,0.09177722,0.061184813,0,5840,729.6875,1676.323028,2810058.896,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,2122986.0,0.0,2122986,2122986,95700000.0,0.0,95700000,95700000
train,cicids1771::1474,PortScan,1,50,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20000.0,20000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1522,BENIGN,0,31242,1,1,58,145,58,58,58.0,0.0,145,145,145.0,0.0,6497.663402,64.0163882,31242.0,0.0,31242,31242,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.0081941,32.0081941,58,145,87.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,130.5,58.0,145.0,32,0,0,0,0,0,0,1,58,1,145,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1717,DDoS,1,3848932,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.794369971,1.299061662,962233.0,1923788.726,3847916,1,3848932,962233.0,1923788.726,3847916,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.299061662,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0234,BENIGN,0,7301003,12,13,2237,4448,797,0,186.4166667,312.1242347,2743,0,342.1538462,750.0300934,915.6276199,3.42418706,304208.4583,1217170.205,5999650,3,7301003,663727.5455,1773560.421,6000058,402,7112040,592670.0,1711684.285,5999765,3,0,0,0,0,252,272,1.643609789,1.780577271,0,2743,257.1153846,567.1781609,321691.0662,0,0,0,1,0,0,0,0,1,267.4,186.4166667,342.1538462,252,0,0,0,0,0,0,12,2237,13,4448,8192,74,11,20,1300945.0,0.0,1300945,1300945,5999650.0,0.0,5999650,5999650
test,cicids1771::0707,Web Attack - XSS,1,5980469,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.668843865,1993489.667,3452120.456,5979655,104,5980469,2990234.5,4227679.015,5979655,814,0,0.0,0.0,0,0,0,0,0,0,104,40,0.501632899,0.167210966,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::1319,DDoS,1,98943194,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,117.8757177,0.151602141,7067371.0,24500000.0,91900000,1,97700000,12200000.0,32300000.0,91900000,1,1219855,243971.0,538465.1012,1207165,14,0,0,0,0,192,132,0.090961284,0.060640856,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1007.0,0.0,1007,1007,48900000.0,60900000.0,91900000,5823850
train,cicids1771::1060,Web Attack - Brute Force,1,5831423,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.685938921,1943807.667,3366024.541,5830558,124,5831423,2915711.5,4122215.453,5830558,865,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514454191,0.17148473,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0407,DDoS,1,97829085,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,119.2181241,0.132884816,8152423.75,28000000.0,96900000,1,97200000,13900000.0,36600000.0,96900000,1,663753,165938.25,331206.7056,662748,4,0,0,0,0,172,112,0.081775272,0.051109545,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,261028.0,0.0,261028,261028,96900000.0,0.0,96900000,96900000
test,cicids1771::0937,BENIGN,0,121883,2,2,74,102,37,37,37.0,0.0,51,51,51.0,0.0,1444.007778,32.81835859,40627.66667,70364.85275,121878,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,16.40917929,16.40917929,37,51,42.6,7.668115805,58.8,0,0,0,0,0,0,0,0,1,53.25,37.0,51.0,40,0,0,0,0,0,0,2,74,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::0277,BENIGN,0,32831773,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.121833201,10900000.0,19000000.0,32800000,3,32800000,10900000.0,19000000.0,32800000,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.121833201,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,3.0,0.0,3,3,32800000.0,0.0,32800000,32800000
train,cicids1771::0570,DDoS,1,54172,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,214741.9331,147.6777671,7738.857143,20067.57461,53245,3,663,331.5,464.5691552,660,3,54146,13536.5,26473.97815,53245,4,0,0,0,0,72,112,55.37916267,92.29860445,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0952,Web Attack - Brute Force,1,35207932,203,104,43906,72179,602,0,216.2857143,228.4931854,1068,0,694.0288462,362.5285381,3297.126341,8.719626021,115058.6013,327842.195,3553665,48,35200000,174275.1683,390868.3296,3553665,901,35200000,341823.3495,515499.4617,3554492,48,0,0,0,0,6504,3336,5.765746196,2.953879825,0,1068,376.8993506,360.6066544,130037.1592,0,0,0,1,0,0,0,0,0,378.1270358,216.2857143,694.0288462,6504,0,0,0,0,0,0,203,43906,104,72179,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0683,Web Attack - Brute Force,1,5587473,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.715887128,1862491.0,3225173.882,5586601,124,5587473,2793736.5,3949706.854,5586601,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.536915346,0.178971782,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::0662,Web Attack - XSS,1,5279900,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.757590106,1759966.667,3047713.432,5279163,172,5279900,2639950.0,3732410.819,5279163,737,0,0.0,0.0,0,0,0,0,0,0,104,40,0.568192579,0.189397526,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::1708,BENIGN,0,4309940,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,41.99594426,1.392130749,861988.0,1824641.533,4125551,3,4309940,1077485.0,2032887.814,4125551,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.160108957,0.232021791,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,254,125,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1132,DDoS,1,44129,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2193.240798,263477.5318,181.2866822,6304.142857,14797.60516,39782,49,40957,20478.5,27517.06039,39936,1021,43975,10993.75,20045.95687,40996,49,0,0,0,0,72,112,67.98250584,113.3041764,0,4380,1291.888889,1972.862923,3892188.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1197,BENIGN,0,73,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,164383.5616,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13698.63014,13698.63014,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1371,DDoS,1,6053858,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.964414098,0.660735683,2017952.667,3493455.113,6051847,3,6053858,2017952.667,3493455.113,6051847,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.660735683,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2011.0,0.0,2011,2011,6051847.0,0.0,6051847,6051847
train,cicids1771::1162,DDoS,1,191048,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,125.6228801,20.93714669,63682.66667,109437.5902,190049,1,191048,63682.66667,109437.5902,190049,1,0,0.0,0.0,0,0,0,0,0,0,80,0,20.93714669,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1360,DDoS,1,3811517,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.870881856,1.311813643,952879.25,1904639.85,3809839,216,3811517,952879.25,1904639.85,3809839,216,0,0.0,0.0,0,0,0,0,0,0,100,0,1.311813643,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0243,Web Attack - XSS,1,5247264,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.76230203,1749088.0,3028822.534,5246471,155,5247264,2623632.0,3709254.486,5246471,793,0,0.0,0.0,0,0,0,0,0,0,104,40,0.571726523,0.190575508,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0873,DDoS,1,1851214,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,6280.743339,3.781302432,308535.6667,749155.9123,1837710,71,13248,6624.0,8688.928127,12768,480,1851100,617033.3333,1057157.048,1837710,185,0,0,0,0,72,92,1.620558185,2.160744247,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1553,BENIGN,0,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,292,278,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1529,PortScan,1,97,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,82474.2268,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10309.27835,10309.27835,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1400,Web Attack - Sql Injection,1,5007460,5,3,537,1881,537,0,107.4,240.1537008,1881,0,627.0,1085.995856,482.8795437,1.597616356,715351.4286,1889650.06,5000673,4,5007460,1251865.0,2499206.662,5000673,4,5994,2997.0,2996.718539,5116,878,0,0,0,0,168,104,0.998510223,0.599106134,0,1881,268.6666667,630.1680331,397111.75,0,0,0,1,0,0,0,0,0,302.25,107.4,627.0,168,0,0,0,0,0,0,5,537,3,1881,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::0057,BENIGN,0,133747,10,5,1115,687,869,0,111.5,270.2987031,549,0,137.4,237.72421,13473.1994,112.1520483,9553.357143,15468.4571,36606,3,133747,14860.77778,22138.96739,56518,3,96030,24007.5,17698.30268,38403,462,0,0,0,0,332,168,74.76803218,37.38401609,0,869,112.625,244.8631931,59957.98333,0,0,0,1,0,0,0,0,0,120.1333333,111.5,137.4,332,0,0,0,0,0,0,10,1115,5,687,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0
