label,vector_norm,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
Probe,3.36537,0.72529531,0.11617284,0.24490491,0.07849516,0.03139807,0.26374376,0.0,0.75669336,0.00187943,2.11e-06,0.0,0.0,0.0,0.00313981,0.0,0.00016746,0.0120719,0.00313981,0.00251185,0.00300329,0.0,0.0,0.0,0.00108662,0.00220036,0.00187732,0.0,0.00313981,0.72529531,0.11617284,0.24490491,0.07849516,0.03139807,0.26374376,0.0,0.75669336,0.00187943,2.11e-06,0.0,0.0,0.0,0.00313981,0.0,0.00016746,0.0120719,0.00313981,0.00251185,0.00300329,0.0,0.0,0.0,0.00108662,0.00220036,0.00187732,0.0,0.00313981,0.36523575,0.0441093,0.50103611,0.39011568,0.58288103,0.08950073,-0.0197832,0.22101232,0.07054423,0.1876166,0.10902277,0.79846555,0.11466695,0.03729304,0.46337372,0.42853132,0.51469505,0.03945727,0.27607524,0.3704921,0.12132624,0.16255423,0.26901484,0.43351945,0.02221551,0.11801918,0.38483626,0.22789514,0.49405485,0.64873803,0.12998781,0.02160974,0.01420628,0.24215046,0.27182627,0.67897075,0.29997188,0.19018957,0.16365497,0.77565229,0.29706296,0.60546166,0.2408902,0.28009403,0.00211959,0.1251149,0.12188721,0.04957945,0.45667794,0.19236082,0.5894345,0.30484426,0.20159252,0.26568457,0.12627193,0.05546328,0.36599782,0.16630137,0.40613776,1.0,0.03412654,0.68142837,0.10716684,0.12518971,0.55997449,0.1085118,0.17657681,0.18713732,0.11755228,0.11425812,0.27514538,0.09651379
Worm,3.885883,0.79203022,0.0414873,0.83351755,0.11691876,0.03771573,0.51293391,0.75054294,0.19989334,0.00162344,8e-06,0.0,0.0,0.0,0.00188579,0.00251438,0.00112896,0.00218389,0.00377157,0.00377157,0.00098389,0.0006286,0.0,0.0,0.00161031,0.00255601,0.00161544,0.0,0.00377157,0.79203022,0.0414873,0.83351755,0.11691876,0.03771573,0.51293391,0.75054294,0.19989334,0.00162344,8e-06,0.0,0.0,0.0,0.00188579,0.00251438,0.00112896,0.00218389,0.00377157,0.00377157,0.00098389,0.0006286,0.0,0.0,0.00161031,0.00255601,0.00161544,0.0,0.00377157,0.50932133,0.77336049,0.33164734,0.78662378,0.24776784,0.68152505,0.23068504,0.71492368,0.19017644,0.59310734,0.62533069,0.120342,0.66928399,0.45973045,0.28306851,0.16390969,0.14671044,0.05184663,0.23052619,0.19611734,0.06948616,0.26196271,0.56661904,1.0,0.03552806,0.04618456,0.1095758,0.23590632,0.26542065,0.12712589,0.32573083,0.37614864,0.26363811,0.04557846,0.3704859,0.48716563,0.06170722,0.02057666,0.38357329,0.02844271,0.07266115,0.12641121,0.06592137,0.23087493,0.07940034,0.17436822,0.35641879,0.09227169,0.27423993,0.42065898,0.08545249,0.25260472,0.12087969,0.50311643,0.1100224,0.6832211,0.80074126,0.59171814,0.11741659,0.18342036,0.79526985,0.15304385,0.14786054,0.12228452,0.31501719,0.48457801,0.11972791,0.26047534,0.37773645,0.5454008,0.17400222,-0.01181965
Backdoor,4.443082,0.14844058,0.50098699,0.1623569,0.94630879,0.04638768,0.58912361,0.96022511,0.77931309,0.00038435,0.00047191,0.0,0.0,0.0,0.0,0.00463877,0.00145039,0.00325464,0.00463877,0.00463877,0.0014118,0.00077313,0.0,0.0,0.00202605,0.00267529,8.756e-05,0.0,0.00463877,0.14844058,0.50098699,0.1623569,0.94630879,0.04638768,0.58912361,0.96022511,0.77931309,0.00038435,0.00047191,0.0,0.0,0.0,0.0,0.00463877,0.00145039,0.00325464,0.00463877,0.00463877,0.0014118,0.00077313,0.0,0.0,0.00202605,0.00267529,8.756e-05,0.0,0.00463877,0.01497307,0.07760068,0.15572678,0.01354855,0.50139749,0.62716597,0.04603163,0.15308811,0.21924694,0.46883121,0.2239624,0.52789372,0.22555295,0.12518728,0.36841446,0.19133659,0.03619662,0.67730123,0.18975252,0.07751041,0.04157945,0.05465672,1.0,0.27454564,0.20867583,0.49623331,0.48955116,0.88717031,0.37372914,0.12688665,0.2346389,0.27779019,0.53469473,0.27332577,0.24543171,0.31597278,0.18238848,0.42877349,0.41253972,0.38224134,0.2940172,0.05397249,0.72421926,0.74021655,0.13513272,0.45790032,0.37367946,0.36289418,0.12971225,0.10916942,0.2181603,0.65804958,0.68090218,0.64726084,0.90182841,0.83066159,0.81146532,0.6012156,-0.00786261,0.20441583,0.44531184,0.39777797,0.13445504,0.49285257,0.01193076,0.96979642,0.14687996,0.04406006,0.30040717,0.31062496,0.65399814,0.04824352
Normal,3.053207,0.03216529,0.0,0.66260499,0.1447438,0.03216529,0.0,0.46639669,0.17369257,0.0003845,2.6e-06,0.0,0.0,0.00137851,0.00080413,0.0,0.00021229,0.00839701,0.0,0.00318436,0.00209774,0.0,0.0,0.0,0.00074106,0.00179874,0.0003819,0.00321653,0.00321653,0.03216529,0.0,0.66260499,0.1447438,0.03216529,0.0,0.46639669,0.17369257,0.0003845,2.6e-06,0.0,0.0,0.00137851,0.00080413,0.0,0.00021229,0.00839701,0.0,0.00318436,0.00209774,0.0,0.0,0.0,0.00074106,0.00179874,0.0003819,0.00321653,0.00321653,-0.42865017,-0.31094709,-0.03810195,-0.02629218,-0.0896222,-0.05863656,-0.49044052,-0.14988877,-0.11263909,-0.28137502,-0.37107229,-0.17594254,-0.3971929,-0.25957996,-0.00017903,-0.63721764,-0.44726792,-0.19836266,-0.56702065,-0.14613362,-0.56137061,-0.092907,-0.27623615,-0.37814197,-0.37891066,-0.52264398,-0.17081198,-1.0,-0.06269957,-0.28498143,-0.23900151,-0.38145423,-0.12573504,-0.00788006,-0.09580688,-0.10173164,-0.24324711,-0.34442741,-0.15762383,-0.56515187,-0.33346072,-0.20746432,-0.02002528,-0.13633028,-0.20457265,-0.08731343,-0.01822886,-0.60094738,-0.16892755,-0.09667008,-0.45084146,-0.13706273,-0.31413385,-0.02579352,-0.43984139,-0.23185199,-0.71387756,-0.18964656,-0.49355784,-0.32646695,-0.43002126,-0.29234409,-0.43051589,-0.02106414,-0.01494449,-0.31916487,-0.14423007,-0.17879185,-0.23826639,-0.28695562,-0.27652904,-0.35227951
Normal,3.176175,0.03198084,0.0,0.59484357,0.20147927,0.03198084,0.0,0.12472527,0.68758798,0.00279622,1.22e-06,0.0,0.0,0.00228435,0.00079952,0.0,0.00062469,0.00281309,0.0,0.00319808,0.0,0.00053301,0.00319808,0.0,0.0008199,0.00202054,0.002795,0.00319808,0.00319808,0.03198084,0.0,0.59484357,0.20147927,0.03198084,0.0,0.12472527,0.68758798,0.00279622,1.22e-06,0.0,0.0,0.00228435,0.00079952,0.0,0.00062469,0.00281309,0.0,0.00319808,0.0,0.00053301,0.00319808,0.0,0.0008199,0.00202054,0.002795,0.00319808,0.00319808,-0.46479243,-0.29836169,-0.0725273,-0.02150556,-0.11554428,-0.06325182,-0.5262,-0.1503029,-0.13121645,-0.28551829,-0.36040714,-0.18890372,-0.42222539,-0.27008685,-0.01110181,-0.63345587,-0.45968708,-0.21566232,-0.54704934,-0.16454719,-0.57054007,-0.10749036,-0.27150843,-0.370729,-0.37006521,-0.51879162,-0.17332892,-1.0,-0.07501125,-0.28376031,-0.24356754,-0.39512733,-0.12693134,-0.00888106,-0.11578363,-0.10314797,-0.19621491,-0.33464161,-0.15585363,-0.58691138,-0.3429181,-0.25759417,0.0018651,-0.11138259,-0.18428493,-0.11118835,-0.02280852,-0.66161937,-0.15413722,-0.05968337,-0.43415433,-0.14798123,-0.30153453,-0.05971727,-0.44514695,-0.23923929,-0.7464273,-0.16586329,-0.54889768,-0.34351262,-0.44530231,-0.2956228,-0.47954649,-0.05305432,-0.01199193,-0.34560084,-0.18586192,-0.1867405,-0.2372517,-0.30920738,-0.30177197,-0.34823489
Worm,3.617907,0.34569031,0.1300617,0.38333976,0.82144237,0.03422677,0.3936078,0.04107212,0.33542231,0.00194926,2.324e-05,0.0,0.0,0.0,0.00171134,0.00228178,0.00143296,0.00149627,0.00342268,0.00342268,0.0,0.00057045,0.00342268,0.0,0.00121807,0.00186646,0.00192602,0.0,0.00342268,0.34569031,0.1300617,0.38333976,0.82144237,0.03422677,0.3936078,0.04107212,0.33542231,0.00194926,2.324e-05,0.0,0.0,0.0,0.00171134,0.00228178,0.00143296,0.00149627,0.00342268,0.00342268,0.0,0.00057045,0.00342268,0.0,0.00121807,0.00186646,0.00192602,0.0,0.00342268,0.50180638,0.78201622,0.30500922,0.7894395,0.24603924,0.6527431,0.26721066,0.72444588,0.20916957,0.56677598,0.65811479,0.11519837,0.64720196,0.51304519,0.29652384,0.16762708,0.19784646,0.05111467,0.25409079,0.20578991,0.0050126,0.26788068,0.56920648,1.0,0.02900626,0.08067443,0.12524474,0.21588767,0.27332076,0.17446887,0.30791843,0.38385579,0.23923905,0.08371458,0.37444919,0.47362506,0.08212661,0.03992854,0.3445906,0.02541276,0.04243429,0.08849447,0.07633269,0.24243847,0.09054682,0.1837174,0.32239255,0.08635182,0.30287483,0.42351758,0.08339676,0.23260619,0.09567665,0.50395149,0.11547063,0.6919378,0.75734627,0.58282334,0.08096474,0.17532311,0.79201376,0.12918918,0.18013465,0.10158748,0.30520061,0.48600248,0.12683804,0.23030202,0.34638143,0.57926679,0.18544357,-0.04206643
Probe,3.52575,0.75583512,0.02251424,0.27660349,0.64326394,0.0321632,0.06111007,0.40203995,0.74618614,0.00311782,2.6e-06,0.0,0.0,0.0,0.00321632,0.0,0.00017154,0.00870441,0.00321632,0.00257306,0.0027968,0.0,0.0,0.0,0.00144104,0.00231929,0.00311522,0.0,0.00321632,0.75583512,0.02251424,0.27660349,0.64326394,0.0321632,0.06111007,0.40203995,0.74618614,0.00311782,2.6e-06,0.0,0.0,0.0,0.00321632,0.0,0.00017154,0.00870441,0.00321632,0.00257306,0.0027968,0.0,0.0,0.0,0.00144104,0.00231929,0.00311522,0.0,0.00321632,0.35930246,0.02837928,0.49696115,0.41629225,0.5996778,0.10988294,-0.02155681,0.20605436,0.09108482,0.18862118,0.16622202,0.83499002,0.11739334,0.0330587,0.47339433,0.42469665,0.49455911,0.03915049,0.28023276,0.38536525,0.10387292,0.17149355,0.22300944,0.45076236,0.03764655,0.10856805,0.37497464,0.21094975,0.47194219,0.65242743,0.1308573,0.01086541,0.00907918,0.21067859,0.27080023,0.68207157,0.30842748,0.14684898,0.17575373,0.78147262,0.29361635,0.61879778,0.2423677,0.29937464,0.03565747,0.13100871,0.12684578,0.08107466,0.43543294,0.19124314,0.59510106,0.30312181,0.22567676,0.25953802,0.14784899,0.0172408,0.33609557,0.16050722,0.41987944,1.0,0.04670328,0.65103346,0.1124687,0.1164126,0.5669508,0.12632874,0.16550498,0.16305256,0.12500259,0.07636281,0.26611581,0.11636758
Normal,3.188902,0.03027345,0.0,0.675098,0.65996128,0.03027345,0.0,0.32998064,0.24824232,0.0027754,2.046e-05,0.0,0.0,0.00172991,0.00075684,0.0,0.00080527,0.00491716,0.0,0.00302735,0.0022376,0.0,0.0,0.0,0.00096756,0.0020975,0.00275494,0.00302735,0.00302735,0.03027345,0.0,0.675098,0.65996128,0.03027345,0.0,0.32998064,0.24824232,0.0027754,2.046e-05,0.0,0.0,0.00172991,0.00075684,0.0,0.00080527,0.00491716,0.0,0.00302735,0.0022376,0.0,0.0,0.0,0.00096756,0.0020975,0.00275494,0.00302735,0.00302735,-0.4510383,-0.27935523,-0.06762096,-0.00764084,-0.07883343,-0.10578407,-0.50741345,-0.14043003,-0.10123734,-0.27210829,-0.35503566,-0.20463994,-0.40257367,-0.25193357,0.01486241,-0.62391776,-0.44383764,-0.21015985,-0.53182209,-0.16471176,-0.56410199,-0.11331599,-0.28043371,-0.36658701,-0.39719677,-0.53258598,-0.15328988,-1.0,-0.07601091,-0.30290413,-0.27895379,-0.38278225,-0.14497106,0.0426842,-0.09697492,-0.08920793,-0.22018316,-0.33916864,-0.15801387,-0.57752854,-0.34799248,-0.25843647,-0.02121066,-0.14228657,-0.19916715,-0.08179356,-0.01149511,-0.6143741,-0.1650991,-0.0797816,-0.44139287,-0.14194021,-0.31606349,-0.06311622,-0.41500238,-0.23497193,-0.72305453,-0.18710901,-0.50727719,-0.35367075,-0.43241754,-0.2845408,-0.4475368,-0.01553599,-0.00985746,-0.35830197,-0.14723261,-0.17755426,-0.21252047,-0.31210449,-0.30202115,-0.33593184
R2L,3.604944,0.06016851,0.53775609,0.22563191,0.7859512,0.03760532,0.28956097,0.48510861,0.7370643,0.00174034,1.21e-06,0.0,0.0,0.00322331,0.0,0.00250702,0.000356,0.00576872,0.00376053,0.00376053,0.00114451,0.00062676,0.0,0.0,0.00154845,0.00209994,0.00173913,0.0,0.00376053,0.06016851,0.53775609,0.22563191,0.7859512,0.03760532,0.28956097,0.48510861,0.7370643,0.00174034,1.21e-06,0.0,0.0,0.00322331,0.0,0.00250702,0.000356,0.00576872,0.00376053,0.00376053,0.00114451,0.00062676,0.0,0.0,0.00154845,0.00209994,0.00173913,0.0,0.00376053,0.02900824,0.60415548,0.49731848,0.05102693,0.50320792,0.49545988,0.40951827,0.58457714,0.43552583,0.19135882,0.33319846,0.26409388,0.35701525,0.59530741,0.23265263,0.26420471,0.05849631,0.35471869,0.07265007,0.08344745,0.03884482,0.1066908,1.0,0.0764729,0.42144641,0.68976724,0.06208688,0.72019684,0.0076374,0.66019499,0.51714104,0.09172865,0.54991776,0.07749552,0.1589777,0.2791321,0.33331394,0.30146053,0.21490347,0.39795828,0.41024339,0.07778165,0.22187772,0.2259324,0.07198824,0.43160152,0.10531944,0.11141238,0.16663934,0.07912332,0.14043087,0.45214492,0.28486982,0.67755741,0.20072435,0.3959361,0.15642031,0.09582168,0.21081899,0.27708814,-0.0393673,0.56627148,0.58800089,0.27265781,0.14406466,0.15393256,0.08783173,0.58007556,0.04810381,0.24447393,0.04193657,0.08535223
R2L,3.535509,0.68676692,0.23948796,0.81003278,0.09509081,0.03521882,0.0387407,0.42262581,0.05987199,0.00197588,1.24e-06,0.00352188,0.0,0.00301876,0.0,0.00234792,0.00040619,0.00746782,0.00352188,0.00352188,0.00290938,0.0,0.0,0.0,0.00117051,0.00225485,0.00197464,0.0,0.00352188,0.68676692,0.23948796,0.81003278,0.09509081,0.03521882,0.0387407,0.42262581,0.05987199,0.00197588,1.24e-06,0.00352188,0.0,0.00301876,0.0,0.00234792,0.00040619,0.00746782,0.00352188,0.00352188,0.00290938,0.0,0.0,0.0,0.00117051,0.00225485,0.00197464,0.0,0.00352188,0.04956158,0.61883682,0.51422864,0.06417696,0.50324267,0.53322446,0.4341687,0.59479839,0.44032365,0.18060838,0.36736581,0.28605896,0.37072819,0.59839433,0.20413664,0.26282367,0.03393239,0.39506057,0.0793894,0.10572228,0.06373516,0.10619066,1.0,0.057708,0.40940186,0.72180617,0.08644057,0.72208273,-0.01846491,0.65224719,0.51621807,0.08806004,0.56921047,0.11019801,0.18115458,0.25819775,0.36142203,0.2899282,0.23613776,0.41865999,0.41077328,0.08164759,0.25412142,0.22214517,0.03344045,0.44585887,0.07371853,0.1284257,0.14568166,0.10360437,0.15506154,0.4571718,0.30107495,0.68269551,0.19232915,0.4232147,0.13605702,0.10650394,0.22370385,0.25362444,-0.04985955,0.56330711,0.59866714,0.317687,0.15571432,0.1399322,0.07141616,0.60279727,0.05344127,0.25543943,0.09504847,0.062341
Normal,3.053012,0.02738794,0.0,0.67100441,0.21362589,0.02738794,0.0,0.3806923,0.12872329,0.00080369,3.34e-06,0.0,0.0,0.0,0.0006847,0.0,0.00052767,0.00269415,0.0,0.00273879,0.00142894,0.0,0.0,0.0,0.00071021,0.00173926,0.00080035,0.00273879,0.00273879,0.02738794,0.0,0.67100441,0.21362589,0.02738794,0.0,0.3806923,0.12872329,0.00080369,3.34e-06,0.0,0.0,0.0,0.0006847,0.0,0.00052767,0.00269415,0.0,0.00273879,0.00142894,0.0,0.0,0.0,0.00071021,0.00173926,0.00080035,0.00273879,0.00273879,-0.45262077,-0.28201878,-0.06141226,-0.02265904,-0.0783992,-0.08086041,-0.5020588,-0.1266392,-0.12633695,-0.28232202,-0.38277987,-0.19823252,-0.37089974,-0.28044954,0.00809581,-0.62698525,-0.44235459,-0.2232305,-0.55433428,-0.16735469,-0.56827271,-0.10357407,-0.28096709,-0.37110767,-0.38372099,-0.51052231,-0.14234459,-1.0,-0.07233571,-0.27858523,-0.22800362,-0.39194193,-0.13037667,-0.00586375,-0.11524624,-0.09477527,-0.21047996,-0.32254604,-0.16180055,-0.57719833,-0.34050465,-0.24110895,-0.01542928,-0.13362086,-0.19135018,-0.09791616,-0.00301402,-0.64511412,-0.16851573,-0.07304674,-0.46006653,-0.1342188,-0.30549252,-0.03064321,-0.43074393,-0.23358934,-0.73605883,-0.1681411,-0.49675906,-0.33148748,-0.43131265,-0.28041309,-0.42955846,-0.02421661,-0.01192901,-0.35958308,-0.14451547,-0.1479729,-0.22869715,-0.31436002,-0.2871249,-0.33677742
Worm,3.662932,0.24589977,0.66127098,0.4818306,0.24257678,0.0332297,0.01661485,0.20934708,0.81745052,0.00160381,7.05e-06,0.0,0.0,0.0,0.00166148,0.00221531,0.00137349,0.00266983,0.00332297,0.00332297,0.00274506,0.0,0.0,0.0,0.00132756,0.0021133,0.00159676,0.0,0.00332297,0.24589977,0.66127098,0.4818306,0.24257678,0.0332297,0.01661485,0.20934708,0.81745052,0.00160381,7.05e-06,0.0,0.0,0.0,0.00166148,0.00221531,0.00137349,0.00266983,0.00332297,0.00332297,0.00274506,0.0,0.0,0.0,0.00132756,0.0021133,0.00159676,0.0,0.00332297,0.48285684,0.77337682,0.29317039,0.75992507,0.25026011,0.66055501,0.22773418,0.70413667,0.2152741,0.56816143,0.62659389,0.13458624,0.6214031,0.5004915,0.26083037,0.16828655,0.1795938,0.06808179,0.27155271,0.18158342,0.06420567,0.24792789,0.58651966,1.0,0.01329396,0.02553668,0.09901523,0.18433514,0.28161693,0.16810198,0.3326,0.39001334,0.25203454,0.0613695,0.33385557,0.46702921,0.08805086,0.02659618,0.33698648,0.01471343,0.07921506,0.10154685,0.07881759,0.22283456,0.06431699,0.21722144,0.35261899,0.07698581,0.31117633,0.41563055,0.07698162,0.23499203,0.12690292,0.49552608,0.11491918,0.66190284,0.77110612,0.58415985,0.11117243,0.1802582,0.79710644,0.12735209,0.1574463,0.1047458,0.29910696,0.48280373,0.12508547,0.22663601,0.39298892,0.5723502,0.18370514,0.0026947
Shellcode,4.393355,0.8442111,0.63474518,0.28563532,0.90768558,0.06347451,0.46336401,0.36180475,0.8442111,0.0056406,4.291e-05,0.0,0.0,0.00272034,0.00634745,0.00423163,0.00229355,0.00310758,0.00634745,0.00634745,0.00469159,0.0,0.0,0.0,0.00215938,0.00224015,0.00559769,0.0,0.00634745,0.8442111,0.63474518,0.28563532,0.90768558,0.06347451,0.46336401,0.36180475,0.8442111,0.0056406,4.291e-05,0.0,0.0,0.00272034,0.00634745,0.00423163,0.00229355,0.00310758,0.00634745,0.00634745,0.00469159,0.0,0.0,0.0,0.00215938,0.00224015,0.00559769,0.0,0.00634745,0.39246517,0.08595078,0.28813165,0.06534003,0.45986238,0.33373746,0.22462569,0.90625554,0.92432475,0.27249119,0.47368276,0.16852623,0.2888914,0.75084478,0.86917329,0.5166688,0.8143242,0.10493933,0.34206885,0.73515666,0.09642655,0.18136376,1.0,0.14892453,0.19583748,0.68151563,0.20693295,0.27638569,0.14061451,0.19533266,0.40202093,0.60111398,0.29939461,-0.05681503,0.04940473,0.02709929,0.42813447,0.49357715,0.71048337,0.7781949,0.15176807,0.74580795,0.18394679,0.28227478,0.19915371,0.01519547,0.23152491,0.5977217,0.2717253,0.35783607,0.52273202,0.2655848,0.3822861,0.3272672,0.25429615,0.27167699,0.38984942,0.35437372,0.47779113,0.35433054,0.30585477,0.11421598,0.15999359,0.01353122,0.23916855,0.21799706,0.45670399,0.35039884,0.09643121,0.23074454,0.24814865,0.45020929
DoS,4.560714,0.40993765,0.94892973,0.83126241,0.84644532,0.03795719,0.52001345,0.34541041,0.33022752,0.00165764,2.566e-05,0.0,0.0,0.0,0.00189786,0.00253048,0.00255325,0.00255855,0.00379572,0.00379572,0.00346566,0.0,0.0,0.0,0.00209323,0.00230583,0.00163198,0.0,0.00379572,0.40993765,0.94892973,0.83126241,0.84644532,0.03795719,0.52001345,0.34541041,0.33022752,0.00165764,2.566e-05,0.0,0.0,0.0,0.00189786,0.00253048,0.00255325,0.00255855,0.00379572,0.00379572,0.00346566,0.0,0.0,0.0,0.00209323,0.00230583,0.00163198,0.0,0.00379572,0.19496742,0.27832937,0.81299454,0.93793344,0.05431,0.59054762,0.17472798,0.01739188,0.42504984,0.71044517,0.50567538,0.69251281,0.51869869,0.64409107,0.21959476,0.51776254,0.42256477,0.06723878,0.30212495,0.09903206,0.69759506,0.16250241,0.15107913,0.66509742,0.06304688,0.4152649,0.06523125,0.42573318,0.46872377,0.72499138,0.10060821,0.80840355,0.62103671,0.09948482,0.14899799,0.51538908,0.24035707,0.46192819,0.10760987,0.62051207,0.69293767,-0.00179453,0.33292779,0.19614351,0.38842332,0.57724231,0.80565304,0.72450179,0.27481973,0.04573855,0.21432227,0.15684,0.17861721,0.36296311,0.31308007,0.54028589,0.30052051,0.2354982,1.0,0.30037829,0.17123489,0.50945538,0.63248599,0.42820987,0.06244224,0.21737857,0.27703968,0.28920373,0.00656278,0.28411636,0.70628124,0.33888134
Exploit,4.266129,0.66757447,0.06357852,0.69936377,0.84064937,0.0353214,0.25431409,0.56867456,0.43092114,0.00095554,0.00043549,0.0,0.0,0.00151377,0.0,0.00353214,0.00141286,0.00336663,0.00353214,0.00353214,0.00092143,0.00058869,0.0,0.0,0.00174529,0.00220271,0.00052005,0.0,0.00353214,0.66757447,0.06357852,0.69936377,0.84064937,0.0353214,0.25431409,0.56867456,0.43092114,0.00095554,0.00043549,0.0,0.0,0.00151377,0.0,0.00353214,0.00141286,0.00336663,0.00353214,0.00353214,0.00092143,0.00058869,0.0,0.0,0.00174529,0.00220271,0.00052005,0.0,0.00353214,0.1775087,0.4003979,1.0,0.6726532,0.98152798,0.40341681,0.24030405,0.06667867,0.10282347,0.60284042,0.57779133,0.35383198,0.41533542,0.68392015,0.4108924,0.10347258,0.17540574,0.44127977,0.08086403,0.51664108,0.26775932,0.56095707,0.04077912,0.69719368,0.54510975,0.57376212,0.15993811,0.45798224,0.07374641,0.43460175,0.17262816,0.50156432,0.28354856,0.54353517,0.80204916,0.36473149,0.0337262,0.67540824,0.37586787,0.40727177,0.17182691,0.26756737,0.43329027,0.24619743,0.09675287,0.14415593,0.17736265,0.46676323,0.44696811,0.59419471,0.51319325,0.21615817,0.25602138,0.58209175,0.20092383,0.45155251,0.58972245,0.25868955,0.34791398,0.40799421,0.30109367,0.41630366,0.01741024,0.10616478,0.10943349,0.90144902,0.25668937,0.5588851,0.13733278,0.40298656,0.31785053,0.20699888
Exploit,4.350315,0.55900043,0.49688926,0.63207239,0.64303315,0.03653597,0.12787591,0.83302027,0.74533391,0.00312274,2.47e-05,0.0,0.0,0.00156583,0.0,0.0036536,0.00146144,0.00387394,0.0036536,0.0036536,0.00158852,0.0,0.0,0.0,0.00199694,0.00207635,0.00309805,0.0,0.0036536,0.55900043,0.49688926,0.63207239,0.64303315,0.03653597,0.12787591,0.83302027,0.74533391,0.00312274,2.47e-05,0.0,0.0,0.00156583,0.0,0.0036536,0.00146144,0.00387394,0.0036536,0.0036536,0.00158852,0.0,0.0,0.0,0.00199694,0.00207635,0.00309805,0.0,0.0036536,0.17062539,0.35977247,1.0,0.6692971,0.98579532,0.40451327,0.23825669,0.1475729,0.05385303,0.59021902,0.59968185,0.37722477,0.42217159,0.65497386,0.40641934,0.1209151,0.17796074,0.43113422,0.10555261,0.51032472,0.20874326,0.53176117,0.03302808,0.65831012,0.53011125,0.60899961,0.16142133,0.48194718,0.06871429,0.42088559,0.1481086,0.49751374,0.28794602,0.57158297,0.82346791,0.38109985,0.05333355,0.65739846,0.36766955,0.35883412,0.19859038,0.22428134,0.44302389,0.24072811,0.04931711,0.11415404,0.16446249,0.474635,0.47883505,0.56185865,0.51725227,0.22753575,0.23533931,0.56860358,0.18683676,0.47379202,0.55548912,0.28358451,0.34691727,0.38730082,0.3262201,0.41299284,0.02085204,0.15828443,0.09710518,0.9309693,0.24200235,0.54457128,0.12647638,0.40907094,0.33095476,0.20463313
Normal,3.171492,0.03146147,0.0,0.53169888,0.5159682,0.03146147,0.0,0.65439862,0.37439153,0.00112865,3.84e-06,0.0,0.0,0.00224725,0.00078654,0.0,0.00055582,0.00514325,0.0,0.00314615,0.00150468,0.0,0.0,0.0,0.00104872,0.00204322,0.00112481,0.00314615,0.00314615,0.03146147,0.0,0.53169888,0.5159682,0.03146147,0.0,0.65439862,0.37439153,0.00112865,3.84e-06,0.0,0.0,0.00224725,0.00078654,0.0,0.00055582,0.00514325,0.0,0.00314615,0.00150468,0.0,0.0,0.0,0.00104872,0.00204322,0.00112481,0.00314615,0.00314615,-0.44813958,-0.28195015,-0.05230618,-0.00717561,-0.08841709,-0.10105518,-0.47481236,-0.12939262,-0.12443504,-0.25533795,-0.37487686,-0.19347568,-0.37033048,-0.25029427,-0.03517742,-0.64599609,-0.44075531,-0.21218577,-0.54196101,-0.14830263,-0.55239844,-0.11904643,-0.26400259,-0.35792443,-0.37631652,-0.50726879,-0.15422304,-1.0,-0.0623352,-0.27406386,-0.25561976,-0.40319198,-0.13011168,-0.01618671,-0.09935,-0.10159905,-0.22666937,-0.33121011,-0.13269037,-0.56437194,-0.31613538,-0.24436451,-0.001692,-0.12666374,-0.19081369,-0.11026186,-0.00820802,-0.62300658,-0.13619868,-0.09078875,-0.4463383,-0.14812531,-0.29129732,-0.03515372,-0.41662228,-0.25298461,-0.71516651,-0.20114031,-0.51658851,-0.32703671,-0.41612062,-0.28438357,-0.43246019,-0.03939852,-0.00495813,-0.35153809,-0.15347315,-0.18006594,-0.24495405,-0.30143967,-0.26430702,-0.33195746
