label,payload,source_ip,destination_ip,protocol,port
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
DDoS,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,7021
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53556
BENIGN,,0.0.0.0,0.0.0.0,Unknown,21
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,44848
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53212
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,0
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,21
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,6127
BENIGN,,0.0.0.0,0.0.0.0,Unknown,57052
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,88
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56150
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,52528
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,88
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,38563
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,47838
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54125
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,52711
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,0
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54968
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,22
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53450
BENIGN,,0.0.0.0,0.0.0.0,Unknown,48124
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53094
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,7810
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,33512
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54090
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,37346
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,49364
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59980
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,57203
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,123
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,21
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,49056
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,33812
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,59660
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,43822
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,48527
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,56991
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,54462
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,22
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,57209
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53181
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,36034
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,8572
BENIGN,,0.0.0.0,0.0.0.0,Unknown,57543
BENIGN,,0.0.0.0,0.0.0.0,Unknown,53
BENIGN,,0.0.0.0,0.0.0.0,Unknown,443
BENIGN,,0.0.0.0,0.0.0.0,Unknown,80
PortScan,,0.0.0.0,0.0.0.0,Unknown,84
PortScan,,0.0.0.0,0.0.0.0,Unknown,4449
PortScan,,0.0.0.0,0.0.0.0,Unknown,12345
PortScan,,0.0.0.0,0.0.0.0,Unknown,4125
PortScan,,0.0.0.0,0.0.0.0,Unknown,1984
PortScan,,0.0.0.0,0.0.0.0,Unknown,34573
PortScan,,0.0.0.0,0.0.0.0,Unknown,1311
PortScan,,0.0.0.0,0.0.0.0,Unknown,20222
PortScan,,0.0.0.0,0.0.0.0,Unknown,3071
PortScan,,0.0.0.0,0.0.0.0,Unknown,65000
PortScan,,0.0.0.0,0.0.0.0,Unknown,6699
PortScan,,0.0.0.0,0.0.0.0,Unknown,2161
PortScan,,0.0.0.0,0.0.0.0,Unknown,32772
PortScan,,0.0.0.0,0.0.0.0,Unknown,53
PortScan,,0.0.0.0,0.0.0.0,Unknown,1192
PortScan,,0.0.0.0,0.0.0.0,Unknown,515
PortScan,,0.0.0.0,0.0.0.0,Unknown,50389
PortScan,,0.0.0.0,0.0.0.0,Unknown,3869
PortScan,,0.0.0.0,0.0.0.0,Unknown,4321
PortScan,,0.0.0.0,0.0.0.0,Unknown,1236
PortScan,,0.0.0.0,0.0.0.0,Unknown,32777
PortScan,,0.0.0.0,0.0.0.0,Unknown,1556
PortScan,,0.0.0.0,0.0.0.0,Unknown,999
PortScan,,0.0.0.0,0.0.0.0,Unknown,1151
PortScan,,0.0.0.0,0.0.0.0,Unknown,1
PortScan,,0.0.0.0,0.0.0.0,Unknown,44442
PortScan,,0.0.0.0,0.0.0.0,Unknown,16018
PortScan,,0.0.0.0,0.0.0.0,Unknown,9917
PortScan,,0.0.0.0,0.0.0.0,Unknown,5221
PortScan,,0.0.0.0,0.0.0.0,Unknown,8042
PortScan,,0.0.0.0,0.0.0.0,Unknown,32770
PortScan,,0.0.0.0,0.0.0.0,Unknown,3737
PortScan,,0.0.0.0,0.0.0.0,Unknown,3001
PortScan,,0.0.0.0,0.0.0.0,Unknown,16000
PortScan,,0.0.0.0,0.0.0.0,Unknown,12000
PortScan,,0.0.0.0,0.0.0.0,Unknown,16080
PortScan,,0.0.0.0,0.0.0.0,Unknown,9535
PortScan,,0.0.0.0,0.0.0.0,Unknown,1461
PortScan,,0.0.0.0,0.0.0.0,Unknown,512
PortScan,,0.0.0.0,0.0.0.0,Unknown,3404
PortScan,,0.0.0.0,0.0.0.0,Unknown,8291
PortScan,,0.0.0.0,0.0.0.0,Unknown,873
PortScan,,0.0.0.0,0.0.0.0,Unknown,1106
PortScan,,0.0.0.0,0.0.0.0,Unknown,9968
PortScan,,0.0.0.0,0.0.0.0,Unknown,4242
PortScan,,0.0.0.0,0.0.0.0,Unknown,32776
PortScan,,0.0.0.0,0.0.0.0,Unknown,9
PortScan,,0.0.0.0,0.0.0.0,Unknown,146
PortScan,,0.0.0.0,0.0.0.0,Unknown,9943
PortScan,,0.0.0.0,0.0.0.0,Unknown,49156
PortScan,,0.0.0.0,0.0.0.0,Unknown,1043
PortScan,,0.0.0.0,0.0.0.0,Unknown,33899
PortScan,,0.0.0.0,0.0.0.0,Unknown,2135
PortScan,,0.0.0.0,0.0.0.0,Unknown,9999
PortScan,,0.0.0.0,0.0.0.0,Unknown,32771
PortScan,,0.0.0.0,0.0.0.0,Unknown,1721
PortScan,,0.0.0.0,0.0.0.0,Unknown,1126
PortScan,,0.0.0.0,0.0.0.0,Unknown,2065
PortScan,,0.0.0.0,0.0.0.0,Unknown,1863
PortScan,,0.0.0.0,0.0.0.0,Unknown,6839
PortScan,,0.0.0.0,0.0.0.0,Unknown,5906
PortScan,,0.0.0.0,0.0.0.0,Unknown,60020
PortScan,,0.0.0.0,0.0.0.0,Unknown,3333
PortScan,,0.0.0.0,0.0.0.0,Unknown,4343
PortScan,,0.0.0.0,0.0.0.0,Unknown,2000
PortScan,,0.0.0.0,0.0.0.0,Unknown,1078
PortScan,,0.0.0.0,0.0.0.0,Unknown,2725
PortScan,,0.0.0.0,0.0.0.0,Unknown,2522
PortScan,,0.0.0.0,0.0.0.0,Unknown,8701
PortScan,,0.0.0.0,0.0.0.0,Unknown,9003
PortScan,,0.0.0.0,0.0.0.0,Unknown,3071
PortScan,,0.0.0.0,0.0.0.0,Unknown,2222
PortScan,,0.0.0.0,0.0.0.0,Unknown,1862
PortScan,,0.0.0.0,0.0.0.0,Unknown,3689
PortScan,,0.0.0.0,0.0.0.0,Unknown,5357
PortScan,,0.0.0.0,0.0.0.0,Unknown,16001
PortScan,,0.0.0.0,0.0.0.0,Unknown,2260
PortScan,,0.0.0.0,0.0.0.0,Unknown,9944
PortScan,,0.0.0.0,0.0.0.0,Unknown,62078
PortScan,,0.0.0.0,0.0.0.0,Unknown,10025
PortScan,,0.0.0.0,0.0.0.0,Unknown,1051
PortScan,,0.0.0.0,0.0.0.0,Unknown,79
PortScan,,0.0.0.0,0.0.0.0,Unknown,20221
PortScan,,0.0.0.0,0.0.0.0,Unknown,9502
PortScan,,0.0.0.0,0.0.0.0,Unknown,5999
PortScan,,0.0.0.0,0.0.0.0,Unknown,8080
PortScan,,0.0.0.0,0.0.0.0,Unknown,3914
PortScan,,0.0.0.0,0.0.0.0,Unknown,2875
PortScan,,0.0.0.0,0.0.0.0,Unknown,6901
PortScan,,0.0.0.0,0.0.0.0,Unknown,1163
PortScan,,0.0.0.0,0.0.0.0,Unknown,1974
PortScan,,0.0.0.0,0.0.0.0,Unknown,2022
PortScan,,0.0.0.0,0.0.0.0,Unknown,10629
PortScan,,0.0.0.0,0.0.0.0,Unknown,19350
PortScan,,0.0.0.0,0.0.0.0,Unknown,1719
PortScan,,0.0.0.0,0.0.0.0,Unknown,7920
PortScan,,0.0.0.0,0.0.0.0,Unknown,1070
PortScan,,0.0.0.0,0.0.0.0,Unknown,6004
PortScan,,0.0.0.0,0.0.0.0,Unknown,32772
PortScan,,0.0.0.0,0.0.0.0,Unknown,1049
PortScan,,0.0.0.0,0.0.0.0,Unknown,301
PortScan,,0.0.0.0,0.0.0.0,Unknown,6839
PortScan,,0.0.0.0,0.0.0.0,Unknown,898
PortScan,,0.0.0.0,0.0.0.0,Unknown,5811
PortScan,,0.0.0.0,0.0.0.0,Unknown,19350
PortScan,,0.0.0.0,0.0.0.0,Unknown,2191
PortScan,,0.0.0.0,0.0.0.0,Unknown,64623
PortScan,,0.0.0.0,0.0.0.0,Unknown,5678
PortScan,,0.0.0.0,0.0.0.0,Unknown,1131
PortScan,,0.0.0.0,0.0.0.0,Unknown,543
PortScan,,0.0.0.0,0.0.0.0,Unknown,7004
PortScan,,0.0.0.0,0.0.0.0,Unknown,1079
PortScan,,0.0.0.0,0.0.0.0,Unknown,1723
PortScan,,0.0.0.0,0.0.0.0,Unknown,5877
PortScan,,0.0.0.0,0.0.0.0,Unknown,15742
PortScan,,0.0.0.0,0.0.0.0,Unknown,9929
PortScan,,0.0.0.0,0.0.0.0,Unknown,31337
PortScan,,0.0.0.0,0.0.0.0,Unknown,32776
PortScan,,0.0.0.0,0.0.0.0,Unknown,61532
PortScan,,0.0.0.0,0.0.0.0,Unknown,406
PortScan,,0.0.0.0,0.0.0.0,Unknown,1839
PortScan,,0.0.0.0,0.0.0.0,Unknown,9207
PortScan,,0.0.0.0,0.0.0.0,Unknown,89
PortScan,,0.0.0.0,0.0.0.0,Unknown,24
PortScan,,0.0.0.0,0.0.0.0,Unknown,1443
PortScan,,0.0.0.0,0.0.0.0,Unknown,3369
PortScan,,0.0.0.0,0.0.0.0,Unknown,5440
PortScan,,0.0.0.0,0.0.0.0,Unknown,32776
PortScan,,0.0.0.0,0.0.0.0,Unknown,3269
PortScan,,0.0.0.0,0.0.0.0,Unknown,23502
PortScan,,0.0.0.0,0.0.0.0,Unknown,593
PortScan,,0.0.0.0,0.0.0.0,Unknown,1044
PortScan,,0.0.0.0,0.0.0.0,Unknown,7402
PortScan,,0.0.0.0,0.0.0.0,Unknown,1687
PortScan,,0.0.0.0,0.0.0.0,Unknown,6006
PortScan,,0.0.0.0,0.0.0.0,Unknown,1186
PortScan,,0.0.0.0,0.0.0.0,Unknown,52848
PortScan,,0.0.0.0,0.0.0.0,Unknown,5904
PortScan,,0.0.0.0,0.0.0.0,Unknown,37
PortScan,,0.0.0.0,0.0.0.0,Unknown,3030
PortScan,,0.0.0.0,0.0.0.0,Unknown,5802
PortScan,,0.0.0.0,0.0.0.0,Unknown,64623
PortScan,,0.0.0.0,0.0.0.0,Unknown,1141
PortScan,,0.0.0.0,0.0.0.0,Unknown,7200
PortScan,,0.0.0.0,0.0.0.0,Unknown,9010
PortScan,,0.0.0.0,0.0.0.0,Unknown,1137
PortScan,,0.0.0.0,0.0.0.0,Unknown,3869
PortScan,,0.0.0.0,0.0.0.0,Unknown,49165
PortScan,,0.0.0.0,0.0.0.0,Unknown,56738
PortScan,,0.0.0.0,0.0.0.0,Unknown,3851
PortScan,,0.0.0.0,0.0.0.0,Unknown,8084
PortScan,,0.0.0.0,0.0.0.0,Unknown,17988
PortScan,,0.0.0.0,0.0.0.0,Unknown,110
PortScan,,0.0.0.0,0.0.0.0,Unknown,19801
PortScan,,0.0.0.0,0.0.0.0,Unknown,32780
PortScan,,0.0.0.0,0.0.0.0,Unknown,1077
PortScan,,0.0.0.0,0.0.0.0,Unknown,6007
PortScan,,0.0.0.0,0.0.0.0,Unknown,616
PortScan,,0.0.0.0,0.0.0.0,Unknown,32770
PortScan,,0.0.0.0,0.0.0.0,Unknown,16012
PortScan,,0.0.0.0,0.0.0.0,Unknown,1027
PortScan,,0.0.0.0,0.0.0.0,Unknown,2601
PortScan,,0.0.0.0,0.0.0.0,Unknown,749
PortScan,,0.0.0.0,0.0.0.0,Unknown,111
PortScan,,0.0.0.0,0.0.0.0,Unknown,625
PortScan,,0.0.0.0,0.0.0.0,Unknown,49156
PortScan,,0.0.0.0,0.0.0.0,Unknown,1067
PortScan,,0.0.0.0,0.0.0.0,Unknown,2135
PortScan,,0.0.0.0,0.0.0.0,Unknown,32777
PortScan,,0.0.0.0,0.0.0.0,Unknown,42
PortScan,,0.0.0.0,0.0.0.0,Unknown,6059
PortScan,,0.0.0.0,0.0.0.0,Unknown,992
PortScan,,0.0.0.0,0.0.0.0,Unknown,4662
PortScan,,0.0.0.0,0.0.0.0,Unknown,2013
PortScan,,0.0.0.0,0.0.0.0,Unknown,9111
PortScan,,0.0.0.0,0.0.0.0,Unknown,3003
PortScan,,0.0.0.0,0.0.0.0,Unknown,8084
PortScan,,0.0.0.0,0.0.0.0,Unknown,2161
PortScan,,0.0.0.0,0.0.0.0,Unknown,16001
PortScan,,0.0.0.0,0.0.0.0,Unknown,32783
PortScan,,0.0.0.0,0.0.0.0,Unknown,2602
PortScan,,0.0.0.0,0.0.0.0,Unknown,3322
PortScan,,0.0.0.0,0.0.0.0,Unknown,12174
PortScan,,0.0.0.0,0.0.0.0,Unknown,691
